Task B3: Get All Temperature Readings between 17.0 and 19.0
Temperature, Year, Month_Avg, Country, Country_Code
17.87(C) 64.17(F),2008,Jul,Lithuania,LTU
17.87(C) 64.17(F),2014,Jul,Zambia,ZMB
17.87(C) 64.17(F),2007,Aug,Mongolia,MNG
17.87(C) 64.17(F),2004,Nov,Mexico,MEX
17.87(C) 64.17(F),2002,Jul,Peru,PER
17.87(C) 64.17(F),2009,Jul,Malawi,MWI
17.87(C) 64.17(F),2007,Sep,Armenia,ARM
17.88(C) 64.18(F),2011,Jul,Finland,FIN
17.88(C) 64.18(F),2007,Oct,Iran,IRN
17.88(C) 64.18(F),2010,Jul,Peru,PER
17.88(C) 64.18(F),2013,Apr,South Africa,ZAF
17.88(C) 64.18(F),2011,Jul,Bhutan,BTN
17.88(C) 64.18(F),2011,Jul,Poland,POL
17.88(C) 64.19(F),2001,Aug,Swaziland,SWZ
17.88(C) 64.19(F),2013,Jul,Georgia,GEO
17.88(C) 64.19(F),2002,Apr,Jordan,JOR
17.88(C) 64.19(F),2001,Apr,Syria,SYR
17.88(C) 64.19(F),2015,Jun,Korea. Democratic People's Republic of,PRK
17.89(C) 64.2(F),2015,Aug,Denmark,DNK
17.89(C) 64.2(F),2006,Jan,India,IND
17.89(C) 64.2(F),2005,Apr,South Africa,ZAF
17.89(C) 64.2(F),2013,Jun,Bolivia,BOL
17.89(C) 64.21(F),2016,Jul,Estonia,EST
17.89(C) 64.21(F),2016,Sep,Belgium,BEL
17.89(C) 64.21(F),2001,May,Swaziland,SWZ
17.89(C) 64.21(F),2000,Apr,Cyprus,CYP
17.9(C) 64.21(F),2014,Sep,Bulgaria,BGR
17.9(C) 64.22(F),2012,May,Namibia,NAM
17.9(C) 64.22(F),2004,Jun,Macedonia,MKD
17.9(C) 64.23(F),2014,Sep,Namibia,NAM
17.9(C) 64.23(F),2014,Aug,Lithuania,LTU
17.91(C) 64.23(F),2007,Apr,Israel,ISR
17.91(C) 64.23(F),2008,Jul,Bhutan,BTN
17.91(C) 64.23(F),2003,Dec,Lesotho,LSO
17.91(C) 64.24(F),2011,May,Portugal,PRT
17.91(C) 64.24(F),2009,Nov,Argentina,ARG
17.91(C) 64.24(F),2015,Sep,Italy,ITA
17.91(C) 64.24(F),2004,Aug,Latvia,LVA
17.91(C) 64.24(F),2011,Jan,Myanmar (Burma),MMR
17.91(C) 64.24(F),2000,Feb,Bahrain,BHR
17.91(C) 64.24(F),2016,Feb,Mexico,MEX
17.91(C) 64.24(F),2008,Apr,Morocco,MAR
17.91(C) 64.25(F),2003,May,Bulgaria,BGR
17.91(C) 64.25(F),2016,Jul,Bhutan,BTN
17.92(C) 64.25(F),2013,Jul,Latvia,LVA
17.92(C) 64.25(F),2011,Dec,Qatar,QAT
17.92(C) 64.25(F),2011,Jun,Nepal,NPL
17.92(C) 64.26(F),2006,Aug,Lithuania,LTU
17.92(C) 64.26(F),2013,Sep,Albania,ALB
17.92(C) 64.26(F),2007,May,Greece,GRC
17.92(C) 64.26(F),2008,Jun,China,CHN
17.92(C) 64.26(F),2012,Jul,Estonia,EST
17.92(C) 64.26(F),2009,Jan,United Arab Emirates,ARE
17.93(C) 64.27(F),2012,Apr,Uzbekistan,UZB
17.93(C) 64.27(F),2001,Aug,Lithuania,LTU
17.93(C) 64.27(F),2005,Jun,Monaco,MCO
17.93(C) 64.27(F),2011,Jun,Lithuania,LTU
17.93(C) 64.27(F),2011,Jun,Republic of Montenegro,MNE
17.93(C) 64.28(F),2005,Apr,Iran,IRN
17.93(C) 64.28(F),2000,Jan,Qatar,QAT
17.93(C) 64.28(F),2008,Dec,Bahrain,BHR
17.94(C) 64.28(F),2011,Nov,Malta,MLT
17.94(C) 64.28(F),2012,Aug,Belarus,BLR
17.94(C) 64.29(F),2012,Jun,Bhutan,BTN
17.94(C) 64.29(F),2000,Jun,France,FRA
17.94(C) 64.29(F),2006,Aug,Republic of Montenegro,MNE
17.94(C) 64.29(F),2011,Apr,Morocco,MAR
17.94(C) 64.29(F),2005,Nov,Malta,MLT
17.94(C) 64.29(F),2003,Jan,Bangladesh,BGD
17.94(C) 64.29(F),2009,Nov,Libya,LBY
17.94(C) 64.29(F),2016,Aug,Swaziland,SWZ
17.94(C) 64.29(F),2008,Jul,Netherlands,NLD
17.94(C) 64.3(F),2013,Jul,Mongolia,MNG
17.95(C) 64.31(F),2001,Apr,Tunisia,TUN
17.95(C) 64.31(F),2011,Sep,France,FRA
17.95(C) 64.31(F),2010,Jan,Saudi Arabia,SAU
17.95(C) 64.32(F),2002,Jul,Paraguay,PRY
17.96(C) 64.32(F),2005,Nov,Algeria,DZA
17.96(C) 64.32(F),2016,Jun,Slovakia,SVK
17.96(C) 64.33(F),2016,Jan,India,IND
17.96(C) 64.33(F),2011,Jan,Lesotho,LSO
17.96(C) 64.33(F),2000,Jul,Malawi,MWI
17.96(C) 64.33(F),2006,Jun,Macedonia,MKD
17.96(C) 64.33(F),2016,Aug,Mongolia,MNG
17.96(C) 64.33(F),2016,Jul,Zambia,ZMB
17.96(C) 64.34(F),2016,Jun,China,CHN
17.96(C) 64.34(F),2008,Aug,Belgium,BEL
17.97(C) 64.34(F),2005,Jul,Paraguay,PRY
17.97(C) 64.34(F),2013,Jun,Bosnia and Herzegovina,BIH
17.97(C) 64.34(F),2015,Dec,Niger,NER
17.97(C) 64.34(F),2008,May,Lebanon,LBN
17.97(C) 64.35(F),2005,Oct,Lebanon,LBN
17.97(C) 64.35(F),2010,Apr,Morocco,MAR
17.98(C) 64.36(F),2002,Jul,Germany,DEU
17.98(C) 64.36(F),2006,Jul,Zambia,ZMB
17.98(C) 64.36(F),2012,Jun,Slovakia,SVK
17.98(C) 64.36(F),2006,Feb,Lesotho,LSO
17.98(C) 64.36(F),2016,Jun,Republic of Montenegro,MNE
17.98(C) 64.37(F),2003,Jun,Netherlands,NLD
17.98(C) 64.37(F),2010,Oct,Turkmenistan,TKM
17.98(C) 64.37(F),2012,May,Kazakhstan,KAZ
17.99(C) 64.38(F),2006,Jun,Romania,ROU
17.99(C) 64.38(F),2008,Jul,Denmark,DNK
17.99(C) 64.38(F),2015,Sep,Romania,ROU
17.99(C) 64.38(F),2014,Aug,Swaziland,SWZ
17.99(C) 64.39(F),2016,May,Paraguay,PRY
17.99(C) 64.39(F),2013,Jan,Bahrain,BHR
17.99(C) 64.39(F),2013,Aug,Lithuania,LTU
18.0(C) 64.39(F),2007,Aug,Bolivia,BOL
18.0(C) 64.4(F),2003,Jul,Georgia,GEO
18.0(C) 64.4(F),2006,Oct,Turkmenistan,TKM
18.0(C) 64.4(F),2013,Dec,India,IND
18.0(C) 64.4(F),2012,Jun,China,CHN
18.0(C) 64.41(F),2007,Jul,Georgia,GEO
18.0(C) 64.41(F),2001,Mar,Mexico,MEX
18.01(C) 64.41(F),2010,May,Paraguay,PRY
18.01(C) 64.41(F),2004,Jun,Romania,ROU
18.01(C) 64.41(F),2002,Oct,Turkmenistan,TKM
18.01(C) 64.42(F),2004,Jun,France,FRA
18.01(C) 64.42(F),2007,Jun,Peru,PER
18.01(C) 64.42(F),2008,Jul,Luxembourg,LUX
18.01(C) 64.42(F),2016,Jun,Korea. Democratic People's Republic of,PRK
18.01(C) 64.42(F),2008,Jul,Nepal,NPL
18.01(C) 64.42(F),2005,Jun,United States,USA
18.02(C) 64.43(F),2016,Jan,Qatar,QAT
18.02(C) 64.43(F),2013,May,Bulgaria,BGR
18.02(C) 64.43(F),2001,Jul,Peru,PER
18.02(C) 64.44(F),2013,Apr,Malta,MLT
18.03(C) 64.45(F),2001,Jun,Moldova,MDA
18.03(C) 64.45(F),2010,Jun,Mongolia,MNG
18.03(C) 64.45(F),2001,Mar,Israel,ISR
18.03(C) 64.46(F),2004,Sep,Italy,ITA
18.03(C) 64.46(F),2007,Jun,Bolivia,BOL
18.03(C) 64.46(F),2006,Jun,Japan,JPN
18.03(C) 64.46(F),2009,Sep,Bulgaria,BGR
18.04(C) 64.47(F),2015,Jun,Japan,JPN
18.04(C) 64.47(F),2010,Jun,United States,USA
18.04(C) 64.47(F),2012,Jul,Bhutan,BTN
18.04(C) 64.48(F),2010,Aug,Zimbabwe,ZWE
18.04(C) 64.48(F),2015,May,Greece,GRC
18.05(C) 64.48(F),2006,Apr,South Africa,ZAF
18.05(C) 64.48(F),2000,Sep,Italy,ITA
18.05(C) 64.49(F),2013,Jul,Denmark,DNK
18.05(C) 64.49(F),2001,Jul,Denmark,DNK
18.05(C) 64.49(F),2011,Aug,Mongolia,MNG
18.05(C) 64.49(F),2006,Aug,Estonia,EST
18.05(C) 64.49(F),2011,Jan,Bangladesh,BGD
18.05(C) 64.5(F),2016,Sep,Albania,ALB
18.06(C) 64.5(F),2009,Jul,Netherlands,NLD
18.06(C) 64.5(F),2009,Jun,Zimbabwe,ZWE
18.06(C) 64.51(F),2012,May,Ukraine,UKR
18.06(C) 64.51(F),2012,Apr,Iran,IRN
18.06(C) 64.51(F),2011,Aug,Belarus,BLR
18.06(C) 64.51(F),2001,Jun,Zambia,ZMB
18.06(C) 64.51(F),2004,Jul,Peru,PER
18.06(C) 64.51(F),2003,Oct,Uruguay,URY
18.06(C) 64.51(F),2010,Jun,China,CHN
18.06(C) 64.51(F),2005,Aug,Monaco,MCO
18.07(C) 64.52(F),2001,Nov,Malta,MLT
18.07(C) 64.52(F),2006,Jul,Georgia,GEO
18.07(C) 64.52(F),2000,Oct,Lebanon,LBN
18.07(C) 64.52(F),2001,Jun,China,CHN
18.07(C) 64.53(F),2001,Jul,Bolivia,BOL
18.07(C) 64.53(F),2003,Jan,Myanmar (Burma),MMR
18.07(C) 64.53(F),2009,May,Greece,GRC
18.07(C) 64.53(F),2004,Nov,Israel,ISR
18.07(C) 64.53(F),2016,Aug,Poland,POL
18.07(C) 64.53(F),2007,May,Swaziland,SWZ
18.08(C) 64.54(F),2002,Aug,Swaziland,SWZ
18.08(C) 64.54(F),2001,Jul,Bhutan,BTN
18.08(C) 64.54(F),2007,Nov,Israel,ISR
18.08(C) 64.55(F),2016,Jul,Latvia,LVA
18.08(C) 64.55(F),2012,Sep,Romania,ROU
18.09(C) 64.56(F),2010,Feb,Libya,LBY
18.09(C) 64.56(F),2010,Jun,Bosnia and Herzegovina,BIH
18.09(C) 64.56(F),2004,Aug,Bhutan,BTN
18.09(C) 64.56(F),2003,May,Namibia,NAM
18.09(C) 64.56(F),2010,May,Australia,AUS
18.09(C) 64.56(F),2002,Jun,Andorra,AND
18.09(C) 64.57(F),2015,Aug,Mongolia,MNG
18.09(C) 64.57(F),2006,Aug,Bosnia and Herzegovina,BIH
18.09(C) 64.57(F),2007,Jun,United States,USA
18.09(C) 64.57(F),2000,Oct,Iran,IRN
18.1(C) 64.57(F),2013,Jun,China,CHN
18.1(C) 64.58(F),2004,Jul,Belarus,BLR
18.1(C) 64.58(F),2006,Sep,Albania,ALB
18.1(C) 64.58(F),2000,Jun,China,CHN
18.1(C) 64.58(F),2015,Jun,Slovenia,SVN
18.1(C) 64.58(F),2002,Jan,Lesotho,LSO
18.1(C) 64.58(F),2002,Jun,China,CHN
18.1(C) 64.58(F),2007,Jul,Bhutan,BTN
18.1(C) 64.58(F),2000,Aug,Poland,POL
18.1(C) 64.58(F),2005,Aug,Bosnia and Herzegovina,BIH
18.1(C) 64.58(F),2002,Jul,Monaco,MCO
18.1(C) 64.58(F),2007,Jul,Monaco,MCO
18.11(C) 64.59(F),2002,Jun,France,FRA
18.11(C) 64.59(F),2004,Sep,Andorra,AND
18.11(C) 64.6(F),2008,Apr,Uruguay,URY
18.11(C) 64.6(F),2003,Sep,Turkey,TUR
18.11(C) 64.6(F),2004,Jun,Peru,PER
18.11(C) 64.6(F),2013,Sep,Italy,ITA
18.11(C) 64.6(F),2000,Jun,Nepal,NPL
18.12(C) 64.61(F),2011,Jan,Bahrain,BHR
18.12(C) 64.62(F),2000,Aug,Germany,DEU
18.12(C) 64.62(F),2003,Aug,Denmark,DNK
18.13(C) 64.63(F),2001,Jun,Andorra,AND
18.13(C) 64.63(F),2013,Jun,Zambia,ZMB
18.13(C) 64.63(F),2001,Feb,Bahrain,BHR
18.13(C) 64.63(F),2012,Feb,Bahrain,BHR
18.13(C) 64.63(F),2011,Jul,Mongolia,MNG
18.13(C) 64.63(F),2000,Jun,Andorra,AND
18.13(C) 64.63(F),2010,Mar,Mexico,MEX
18.13(C) 64.63(F),2013,Aug,Paraguay,PRY
18.13(C) 64.63(F),2016,May,Namibia,NAM
18.13(C) 64.63(F),2003,Dec,India,IND
18.13(C) 64.64(F),2013,Jun,Lithuania,LTU
18.14(C) 64.64(F),2006,Sep,Belgium,BEL
18.14(C) 64.64(F),2012,Sep,Croatia,HRV
18.14(C) 64.65(F),2011,Jan,Vietnam,VNM
18.14(C) 64.65(F),2000,Apr,Syria,SYR
18.14(C) 64.65(F),2000,Nov,Algeria,DZA
18.14(C) 64.66(F),2001,Mar,Argentina,ARG
18.15(C) 64.66(F),2009,Sep,Moldova,MDA
18.15(C) 64.67(F),2007,Aug,France,FRA
18.15(C) 64.67(F),2004,Feb,Saudi Arabia,SAU
18.15(C) 64.67(F),2010,Jul,Austria,AUT
18.15(C) 64.67(F),2014,Aug,Botswana,BWA
18.15(C) 64.67(F),2009,Jul,Lithuania,LTU
18.15(C) 64.67(F),2012,Aug,Botswana,BWA
18.15(C) 64.67(F),2012,Jul,Mongolia,MNG
18.15(C) 64.68(F),2013,Apr,Cyprus,CYP
18.15(C) 64.68(F),2008,Aug,Nepal,NPL
18.16(C) 64.68(F),2010,Apr,Syria,SYR
18.16(C) 64.68(F),2005,Jul,Peru,PER
18.16(C) 64.68(F),2015,Jan,Qatar,QAT
18.16(C) 64.68(F),2006,May,Portugal,PRT
18.16(C) 64.68(F),2009,Jan,Myanmar (Burma),MMR
18.16(C) 64.68(F),2011,Aug,Germany,DEU
18.16(C) 64.68(F),2015,Nov,Malta,MLT
18.16(C) 64.69(F),2015,Nov,Algeria,DZA
18.16(C) 64.69(F),2010,May,Bolivia,BOL
18.16(C) 64.69(F),2015,Jun,Turkey,TUR
18.16(C) 64.69(F),2004,Jul,Paraguay,PRY
18.16(C) 64.69(F),2010,Feb,Kuwait,KWT
18.16(C) 64.7(F),2005,Jul,Bhutan,BTN
18.16(C) 64.7(F),2011,Jun,China,CHN
18.17(C) 64.7(F),2011,Nov,Mexico,MEX
18.17(C) 64.7(F),2013,Jan,Myanmar (Burma),MMR
18.17(C) 64.7(F),2014,Nov,Tunisia,TUN
18.17(C) 64.7(F),2003,May,Romania,ROU
18.17(C) 64.71(F),2011,Feb,Lesotho,LSO
18.17(C) 64.71(F),2002,Jun,United States,USA
18.17(C) 64.71(F),2002,May,Botswana,BWA
18.17(C) 64.71(F),2007,May,Namibia,NAM
18.17(C) 64.71(F),2006,Aug,Belarus,BLR
18.17(C) 64.71(F),2011,Apr,Jordan,JOR
18.18(C) 64.72(F),2013,Aug,Georgia,GEO
18.18(C) 64.72(F),2016,May,Swaziland,SWZ
18.18(C) 64.72(F),2012,Mar,Algeria,DZA
18.18(C) 64.72(F),2000,May,Greece,GRC
18.18(C) 64.72(F),2016,May,Botswana,BWA
18.18(C) 64.72(F),2004,Dec,Qatar,QAT
18.18(C) 64.72(F),2012,Dec,Saudi Arabia,SAU
18.18(C) 64.72(F),2008,Jun,Peru,PER
18.18(C) 64.72(F),2007,Jun,Poland,POL
18.18(C) 64.72(F),2009,Nov,Mexico,MEX
18.18(C) 64.72(F),2016,Jun,Poland,POL
18.18(C) 64.72(F),2008,May,Australia,AUS
18.18(C) 64.72(F),2002,May,Swaziland,SWZ
18.18(C) 64.73(F),2007,Aug,Latvia,LVA
18.18(C) 64.73(F),2005,Sep,Italy,ITA
18.18(C) 64.73(F),2006,Jul,Mongolia,MNG
18.19(C) 64.74(F),2014,Jun,Bhutan,BTN
18.19(C) 64.74(F),2004,Aug,Denmark,DNK
18.19(C) 64.74(F),2007,Jun,China,CHN
18.19(C) 64.74(F),2015,Aug,Swaziland,SWZ
18.19(C) 64.75(F),2016,May,Bolivia,BOL
18.19(C) 64.75(F),2008,Jul,Zambia,ZMB
18.19(C) 64.75(F),2001,Mar,Iraq,IRQ
18.19(C) 64.75(F),2006,Jun,Bolivia,BOL
18.2(C) 64.75(F),2015,Sep,Ukraine,UKR
18.2(C) 64.76(F),2010,Mar,Israel,ISR
18.2(C) 64.76(F),2006,Sep,Croatia,HRV
18.2(C) 64.76(F),2013,Nov,Argentina,ARG
18.2(C) 64.76(F),2016,Aug,Czech Republic,CZE
18.2(C) 64.76(F),2001,Apr,Uruguay,URY
18.2(C) 64.76(F),2014,Feb,Qatar,QAT
18.2(C) 64.77(F),2012,Aug,Bhutan,BTN
18.21(C) 64.77(F),2012,Aug,Swaziland,SWZ
18.21(C) 64.78(F),2012,Oct,Uruguay,URY
18.21(C) 64.78(F),2004,Mar,Algeria,DZA
18.21(C) 64.78(F),2007,Jul,France,FRA
18.21(C) 64.79(F),2006,Apr,Iran,IRN
18.21(C) 64.79(F),2009,Mar,Libya,LBY
18.22(C) 64.79(F),2008,Jun,Republic of Montenegro,MNE
18.22(C) 64.79(F),2015,Jan,Myanmar (Burma),MMR
18.22(C) 64.79(F),2012,Jun,Zambia,ZMB
18.22(C) 64.8(F),2000,Jun,Japan,JPN
18.22(C) 64.8(F),2014,Jun,Bosnia and Herzegovina,BIH
18.22(C) 64.8(F),2008,Mar,Argentina,ARG
18.22(C) 64.8(F),2014,Jul,Finland,FIN
18.22(C) 64.8(F),2010,Jul,Finland,FIN
18.22(C) 64.8(F),2007,Jan,Yemen,YEM
18.23(C) 64.81(F),2014,May,Kazakhstan,KAZ
18.23(C) 64.81(F),2001,Nov,Mexico,MEX
18.23(C) 64.81(F),2008,Jul,Slovakia,SVK
18.23(C) 64.81(F),2007,May,Botswana,BWA
18.23(C) 64.82(F),2014,Jun,Korea. Democratic People's Republic of,PRK
18.23(C) 64.82(F),2001,May,Bolivia,BOL
18.23(C) 64.82(F),2009,Dec,Saudi Arabia,SAU
18.23(C) 64.82(F),2013,Aug,Peru,PER
18.23(C) 64.82(F),2013,Jul,Lithuania,LTU
18.24(C) 64.82(F),2016,Sep,Republic of Serbia,SRB
18.24(C) 64.83(F),2015,Sep,Macedonia,MKD
18.24(C) 64.83(F),2000,Dec,India,IND
18.24(C) 64.83(F),2004,Jun,Croatia,HRV
18.24(C) 64.83(F),2011,Sep,Romania,ROU
18.24(C) 64.83(F),2009,Jun,Bhutan,BTN
18.24(C) 64.83(F),2000,Aug,Luxembourg,LUX
18.24(C) 64.83(F),2011,Mar,Egypt,EGY
18.24(C) 64.84(F),2010,Jun,Bhutan,BTN
18.24(C) 64.84(F),2010,Aug,Slovakia,SVK
18.24(C) 64.84(F),2002,Aug,Luxembourg,LUX
18.24(C) 64.84(F),2002,May,Hungary,HUN
18.25(C) 64.84(F),2007,Feb,Saudi Arabia,SAU
18.25(C) 64.84(F),2007,Mar,Algeria,DZA
18.25(C) 64.84(F),2006,Jun,United States,USA
18.25(C) 64.84(F),2003,May,Swaziland,SWZ
18.25(C) 64.85(F),2013,Jun,Italy,ITA
18.25(C) 64.85(F),2009,Aug,Armenia,ARM
18.25(C) 64.85(F),2008,Aug,Czech Republic,CZE
18.25(C) 64.86(F),2001,Oct,Uruguay,URY
18.25(C) 64.86(F),2015,Sep,Armenia,ARM
18.26(C) 64.86(F),2011,Oct,Portugal,PRT
18.26(C) 64.86(F),2001,Apr,Cyprus,CYP
18.26(C) 64.86(F),2016,Aug,Netherlands,NLD
18.26(C) 64.86(F),2011,Jul,Bolivia,BOL
18.26(C) 64.86(F),2000,Apr,Uzbekistan,UZB
18.26(C) 64.86(F),2014,Feb,Mexico,MEX
18.26(C) 64.86(F),2008,Feb,Vietnam,VNM
18.26(C) 64.86(F),2013,Jul,Malawi,MWI
18.26(C) 64.86(F),2010,Aug,Monaco,MCO
18.26(C) 64.87(F),2009,Aug,Bhutan,BTN
18.26(C) 64.87(F),2011,Jun,Paraguay,PRY
18.26(C) 64.87(F),2005,Jul,Germany,DEU
18.26(C) 64.87(F),2008,Sep,Namibia,NAM
18.26(C) 64.87(F),2004,Aug,Slovakia,SVK
18.26(C) 64.87(F),2011,Aug,Nepal,NPL
18.26(C) 64.87(F),2005,Jun,Bolivia,BOL
18.26(C) 64.87(F),2009,Jul,Georgia,GEO
18.26(C) 64.88(F),2013,Jul,Bhutan,BTN
18.27(C) 64.88(F),2007,Jul,Belarus,BLR
18.27(C) 64.89(F),2008,Dec,Lesotho,LSO
18.27(C) 64.89(F),2014,Jun,Romania,ROU
18.27(C) 64.89(F),2010,Nov,Malta,MLT
18.27(C) 64.89(F),2004,Apr,Tunisia,TUN
18.27(C) 64.89(F),2012,Jan,Myanmar (Burma),MMR
18.27(C) 64.9(F),2001,Jan,United Arab Emirates,ARE
18.28(C) 64.9(F),2014,Jun,Macedonia,MKD
18.28(C) 64.9(F),2004,Jul,Malawi,MWI
18.28(C) 64.9(F),2014,Jan,United Arab Emirates,ARE
18.28(C) 64.9(F),2006,Jun,Zambia,ZMB
18.28(C) 64.9(F),2009,May,Namibia,NAM
18.28(C) 64.91(F),2013,Aug,Nepal,NPL
18.28(C) 64.91(F),2007,Jun,Czech Republic,CZE
18.28(C) 64.91(F),2007,Aug,Peru,PER
18.28(C) 64.91(F),2016,Jul,Netherlands,NLD
18.28(C) 64.91(F),2014,Apr,South Africa,ZAF
18.28(C) 64.91(F),2004,Jan,Bangladesh,BGD
18.28(C) 64.91(F),2005,Jan,United Arab Emirates,ARE
18.29(C) 64.91(F),2003,Nov,Israel,ISR
18.29(C) 64.91(F),2011,May,Lebanon,LBN
18.29(C) 64.91(F),2016,Sep,Hungary,HUN
18.29(C) 64.92(F),2005,Feb,Qatar,QAT
18.29(C) 64.92(F),2016,Aug,Germany,DEU
18.29(C) 64.92(F),2010,Feb,Egypt,EGY
18.29(C) 64.92(F),2010,Jun,Macedonia,MKD
18.29(C) 64.92(F),2010,Aug,Estonia,EST
18.29(C) 64.92(F),2001,Jul,Angola,AGO
18.29(C) 64.92(F),2015,Dec,Bahrain,BHR
18.29(C) 64.92(F),2000,Feb,Mexico,MEX
18.29(C) 64.93(F),2002,Apr,Israel,ISR
18.29(C) 64.93(F),2016,Nov,Israel,ISR
18.3(C) 64.93(F),2003,May,Croatia,HRV
18.3(C) 64.94(F),2001,Jun,Italy,ITA
18.3(C) 64.94(F),2005,Aug,Bhutan,BTN
18.3(C) 64.94(F),2008,Jun,Slovenia,SVN
18.3(C) 64.94(F),2011,Apr,Iran,IRN
18.3(C) 64.94(F),2013,Jul,Austria,AUT
18.3(C) 64.94(F),2008,Jul,Belgium,BEL
18.31(C) 64.95(F),2008,Jul,Germany,DEU
18.31(C) 64.95(F),2011,Nov,Kuwait,KWT
18.31(C) 64.96(F),2007,Aug,Bhutan,BTN
18.31(C) 64.96(F),2015,Apr,South Africa,ZAF
18.31(C) 64.96(F),2011,Jul,Malawi,MWI
18.31(C) 64.97(F),2012,Sep,Macedonia,MKD
18.31(C) 64.97(F),2010,Dec,Saudi Arabia,SAU
18.32(C) 64.97(F),2000,Aug,Nepal,NPL
18.32(C) 64.97(F),2015,Jun,Macedonia,MKD
18.32(C) 64.97(F),2007,Jan,Niger,NER
18.32(C) 64.97(F),2004,Aug,Lithuania,LTU
18.32(C) 64.97(F),2002,May,Lebanon,LBN
18.32(C) 64.98(F),2016,Jun,Zambia,ZMB
18.32(C) 64.98(F),2003,Nov,Argentina,ARG
18.32(C) 64.98(F),2002,Nov,Malta,MLT
18.32(C) 64.98(F),2005,Jun,Korea. Democratic People's Republic of,PRK
18.33(C) 64.99(F),2013,Aug,Netherlands,NLD
18.33(C) 64.99(F),2009,Jun,Croatia,HRV
18.33(C) 64.99(F),2002,Nov,Algeria,DZA
18.33(C) 64.99(F),2013,Aug,Luxembourg,LUX
18.33(C) 64.99(F),2002,Nov,Israel,ISR
18.33(C) 65.0(F),2003,Feb,Saudi Arabia,SAU
18.34(C) 65.01(F),2005,Jul,Luxembourg,LUX
18.34(C) 65.01(F),2006,Dec,United Arab Emirates,ARE
18.34(C) 65.01(F),2000,Feb,Qatar,QAT
18.34(C) 65.01(F),2006,Aug,Bhutan,BTN
18.34(C) 65.02(F),2012,Nov,Tunisia,TUN
18.34(C) 65.02(F),2010,Nov,Jordan,JOR
18.34(C) 65.02(F),2015,Apr,Israel,ISR
18.34(C) 65.02(F),2007,Jan,Myanmar (Burma),MMR
18.35(C) 65.02(F),2014,Mar,Algeria,DZA
18.35(C) 65.03(F),2002,Aug,Nepal,NPL
18.35(C) 65.03(F),2002,Jun,Paraguay,PRY
18.35(C) 65.03(F),2015,Aug,Botswana,BWA
18.35(C) 65.03(F),2014,Dec,Saudi Arabia,SAU
18.35(C) 65.04(F),2014,Sep,Italy,ITA
18.36(C) 65.04(F),2006,Nov,Algeria,DZA
18.36(C) 65.04(F),2000,Jan,Myanmar (Burma),MMR
18.36(C) 65.04(F),2002,Jun,Zambia,ZMB
18.36(C) 65.05(F),2009,Jun,Macedonia,MKD
18.36(C) 65.05(F),2013,Jun,Bhutan,BTN
18.36(C) 65.05(F),2009,Jul,Luxembourg,LUX
18.36(C) 65.05(F),2004,Nov,Lesotho,LSO
18.36(C) 65.05(F),2012,Mar,Kuwait,KWT
18.36(C) 65.05(F),2012,Jul,Malawi,MWI
18.36(C) 65.05(F),2003,Apr,Jordan,JOR
18.37(C) 65.06(F),2016,May,Zimbabwe,ZWE
18.37(C) 65.06(F),2004,Feb,Lesotho,LSO
18.37(C) 65.06(F),2008,Aug,Swaziland,SWZ
18.37(C) 65.06(F),2012,Jun,United States,USA
18.37(C) 65.06(F),2001,Jun,Albania,ALB
18.37(C) 65.07(F),2012,Sep,Hungary,HUN
18.37(C) 65.07(F),2009,Oct,Iran,IRN
18.37(C) 65.07(F),2014,Dec,Bangladesh,BGD
18.38(C) 65.08(F),2001,May,Namibia,NAM
18.38(C) 65.08(F),2015,Jul,Bhutan,BTN
18.38(C) 65.08(F),2003,Jun,Japan,JPN
18.38(C) 65.08(F),2012,Apr,Cyprus,CYP
18.38(C) 65.09(F),2016,Jul,Lithuania,LTU
18.38(C) 65.09(F),2007,Jul,Malawi,MWI
18.39(C) 65.09(F),2007,Aug,Czech Republic,CZE
18.39(C) 65.1(F),2013,Aug,Belarus,BLR
18.39(C) 65.1(F),2002,Jun,Republic of Montenegro,MNE
18.39(C) 65.1(F),2013,Jun,Peru,PER
18.39(C) 65.1(F),2015,Jun,Zambia,ZMB
18.39(C) 65.11(F),2006,Jan,Myanmar (Burma),MMR
18.39(C) 65.11(F),2006,Jul,New Caledonia,NCL
18.4(C) 65.11(F),2005,Jul,Czech Republic,CZE
18.4(C) 65.12(F),2007,Dec,India,IND
18.4(C) 65.12(F),2016,Sep,Croatia,HRV
18.4(C) 65.12(F),2008,Aug,Poland,POL
18.4(C) 65.12(F),2004,Dec,Lesotho,LSO
18.4(C) 65.12(F),2011,Oct,Iran,IRN
18.4(C) 65.12(F),2002,Feb,Saudi Arabia,SAU
18.4(C) 65.12(F),2001,Jul,Malawi,MWI
18.4(C) 65.12(F),2010,Jul,Zambia,ZMB
18.4(C) 65.12(F),2014,Apr,Uruguay,URY
18.4(C) 65.12(F),2016,Nov,Algeria,DZA
18.4(C) 65.13(F),2000,May,Zimbabwe,ZWE
18.4(C) 65.13(F),2013,Jun,Armenia,ARM
18.4(C) 65.13(F),2003,Jul,Denmark,DNK
18.41(C) 65.14(F),2012,Feb,Lesotho,LSO
18.41(C) 65.14(F),2011,Jul,Slovenia,SVN
18.41(C) 65.14(F),2001,Jan,Yemen,YEM
18.41(C) 65.14(F),2008,Jan,Yemen,YEM
